"cidade","bairro","titulo","categoria","data","dia_semana"
"belo-horizonte","Mantiqueira","Assalto com uso de faca","Assalto <U+00E0> m<U+00E3>o armada",2014-06-24,"Tues"
"belo-horizonte","Padre Eust<U+00E1>quio","estacionei as 9da manha e qdo voltei 11 da manha ja tinham levado","Roubo de Ve<U+00ED>culo",2014-06-23,"Mon"
"belo-horizonte","Sion","Fui roubado voltando do jogo do brasil","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"belo-horizonte","Centro","fui assaltada dentro do expominas","Furto",2014-06-23,"Mon"
"belo-horizonte","Funcion<U+00E1>rios","Fui furtada ap<U+00F3>s o jogo do Brasil","Furto",2014-06-23,"Mon"
"belo-horizonte","Funcion<U+00E1>rios","Me roubarm sem eu ver","Furto",2014-06-23,"Mon"
"belo-horizonte","Savassi","Roubo de bolsa","Furto",2014-06-23,"Mon"
"belo-horizonte","Floramar","Assalto chegando de viagem","Roubo de Ve<U+00ED>culo",2014-06-23,"Mon"
"belo-horizonte","Prado","Fui roubado saindo do servi<U+00E7>o, quando visitava uma amiga.","Arrombamento Veicular",2014-06-23,"Mon"
"belo-horizonte","Santa L<U+00FA>cia","Furtaram a bicicleta na garagem","Furto",2014-06-23,"Mon"
"belo-horizonte","Santo Antonio","2 assaltantes com faca e violentos","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"belo-horizonte","Nova Granada","Descendo do <U+00F4>nibus entrando na casa da minha amiga","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"belo-horizonte","Mariano de Abreu","Arrombamento - T<U+00E1> dif<U+00ED>cil!","Arrombamento Domiciliar",2014-06-23,"Mon"
"belo-horizonte","Candelaria","Arrombamento de ve<U+00ED>culo","Arrombamento Veicular",2014-06-22,"Sun"
"belo-horizonte","Cidade Nova","Roubo de ve<U+00ED>culo","Roubo de Ve<U+00ED>culo",2014-06-22,"Sun"
"belo-horizonte","Heli<U+00F3>polis","Mulher foi assaltada por dois homens em um carro branco.","Assalto Coletivo",2014-06-22,"Sun"
"belo-horizonte","Sagrada Fam<U+00ED>lia","Fui assaltada voltando de uma viagem","Assalto <U+00E0> m<U+00E3>o armada",2014-06-22,"Sun"
"belo-horizonte","Cidade Nova","Um Astra cinza com 4 bandidos e duas armas","Roubo de Ve<U+00ED>culo",2014-06-22,"Sun"
"belo-horizonte","Conjunto Calif<U+00F3>rnia","Dentro de uma loja de roupas","Assalto <U+00E0> m<U+00E3>o armada",2014-06-21,"Sat"
"belo-horizonte","Funcion<U+00E1>rios","Fui assaltada na copa","Furto",2014-06-21,"Sat"
"belo-horizonte","Esplanada","Invasao de residencia","Arrombamento Domiciliar",2014-06-21,"Sat"
"belo-horizonte","Padre Eust<U+00E1>quio","Voltando do trabalho!","Assalto <U+00E0> m<U+00E3>o armada",2014-06-21,"Sat"
"belo-horizonte","Floresta","Fui assaltado no Viaduto Santa Teresa","Furto",2014-06-21,"Sat"
"belo-horizonte","Santa L<U+00FA>cia","Assaltado esperando o <U+00F4>nibus","Furto",2014-06-21,"Sat"
"belo-horizonte","Funcion<U+00E1>rios","M<U+00E3>o leve na muvuca da Argentina","Furto",2014-06-21,"Sat"
"belo-horizonte","Alto Cai<U+00E7>aras","Tentativa de assalto","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"belo-horizonte","Cora<U+00E7><U+00E3>o Eucar<U+00ED>stico","Ladr<U+00E3>o entrou na casa com os moradores dentro.","Arrombamento Domiciliar",2014-06-20,"Fri"
"belo-horizonte","S<U+00E3>o Pedro","Chegando da Faculdade","Furto",2014-06-20,"Fri"
"belo-horizonte","Prado","Vidro traseiro removido","Arrombamento Veicular",2014-06-20,"Fri"
"belo-horizonte","Sagrada Fam<U+00ED>lia","fui assaltado voltando do EPA","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"belo-horizonte","Funcion<U+00E1>rios","Assalto no ponto de <U+00F4>nibus","Furto",2014-06-20,"Fri"
"belo-horizonte","Santa L<U+00FA>cia","Bandidos entraram armados na frente do meu carro","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"belo-horizonte","Belvedere","Fui assaltado no <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"belo-horizonte","Uni<U+00E3>o","Assalto na porta de casa, tentaram levar o carro","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"belo-horizonte","Castelo","Carro arrombado","Arrombamento Veicular",2014-06-20,"Fri"
"belo-horizonte","Olhos D'<U+00C1>gua","Fui assaltado no show BHDF","Furto",2014-06-19,"Thurs"
"belo-horizonte","Serra","Fui assaltado quando estava no hospital","Arrombamento Veicular",2014-06-19,"Thurs"
"belo-horizonte","Jo<U+00E3>o Pinheiro","Assalto a comerciante/pedestre em fim de expediente","Assalto <U+00E0> m<U+00E3>o armada",2014-06-19,"Thurs"
"belo-horizonte","Palmeiras","Arrombaram minha casa!!!!","Arrombamento Domiciliar",2014-06-18,"Wed"
"belo-horizonte","Serra","Roubo de celular","Assalto Coletivo",2014-06-18,"Wed"
"belo-horizonte","Centro","Fui roubado no cruzamento da esta<U+00E7><U+00E3>o MOVE metropolitano","Assalto <U+00E0> m<U+00E3>o armada",2014-06-18,"Wed"
"belo-horizonte","Alto Cai<U+00E7>aras","na porta de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-18,"Wed"
"belo-horizonte","Funcion<U+00E1>rios","M<U+00E3>o leve na torcida","Furto",2014-06-17,"Tues"
"belo-horizonte","Funcion<U+00E1>rios","Furtado durante o jogo do Brasil","Furto",2014-06-17,"Tues"
"belo-horizonte","Centro","Moto roubada na esquina do estacionamento.","Roubo de Ve<U+00ED>culo",2014-06-17,"Tues"
"belo-horizonte","Funcion<U+00E1>rios","fui roubado no dia do jogo do brasil!","Furto",2014-06-17,"Tues"
"belo-horizonte","Floramar","Roubo Floramar","Furto",2014-06-17,"Tues"
"belo-horizonte","S<U+00E3>o Pedro","Assalto no <U+00F4>nibus","Assalto Coletivo",2014-06-16,"Mon"
"belo-horizonte","Centro","Roubo de celular pela janela do onibus","Assalto Coletivo",2014-06-16,"Mon"
"belo-horizonte","Alto Barroca","Fui assaltado dentro de casa","Arrombamento Domiciliar",2014-06-16,"Mon"
"belo-horizonte","Santa Efig<U+00EA>nia","Fui assaltada ao sair para fazer servi<U+00E7>os externos.","Furto",2014-06-16,"Mon"
"belo-horizonte","Carlos Prates","assalto com faca ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-15,"Sun"
"belo-horizonte","Prado","Ladr<U+00E3>o entrou pelo telhado","Arrombamento Loja comercial",2014-06-15,"Sun"
"belo-horizonte","Lagoinha","Fui assaltada saindo do hospital onde trabalho","Furto",2014-06-15,"Sun"
"belo-horizonte","Centro","Fui assaltado indo pra pra<U+00E7>a da liberdade","Furto",2014-06-15,"Sun"
"belo-horizonte","Gl<U+00F3>ria","Assalta a m<U+00E3>o armada no hot dog do Pedrinho","Roubo de Ve<U+00ED>culo",2014-06-15,"Sun"
"belo-horizonte","Lourdes","Assaltado dentro do 5201","Assalto <U+00E0> m<U+00E3>o armada",2014-06-14,"Sat"
"belo-horizonte","Bandeirantes (Pampulha)","Arrombamento de veiculo","Arrombamento Veicular",2014-06-14,"Sat"
"belo-horizonte","Ouro Preto","roubou meu celular ","Furto",2014-06-14,"Sat"
"belo-horizonte","Padre Eust<U+00E1>quio","Na porta do predio enquanto ia buscar um amigo","Roubo de Ve<U+00ED>culo",2014-06-14,"Sat"
"belo-horizonte","Alto Barroca","Meu filho foi roubado na esquina da contendas com conselheiro saraiva.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-14,"Sat"
"belo-horizonte","MG","Fui assaltado quando estava voltando do trabalho.","Furto",2014-06-13,"Fri"
"belo-horizonte","Cidade Nova","Tentaram arrombar meu carro dentro da garagem.","Arrombamento Veicular",2014-06-13,"Fri"
"belo-horizonte","Jardim dos Comerci<U+00E1>rios","Assaltada no ambiente de trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-13,"Fri"
"belo-horizonte","Estoril","Quebraram o meu vidro enquanto eu estava parada no sinal da automax.","Arrombamento Veicular",2014-06-13,"Fri"
"belo-horizonte","Gl<U+00F3>ria","Assaltado com colegas, voltando para casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-13,"Fri"
"belo-horizonte","Itapo<U+00E3>","Assaltado ao estacionar","Roubo de Ve<U+00ED>culo",2014-06-13,"Fri"
"belo-horizonte","Cidade Jardim","Carro furtado","Roubo de Ve<U+00ED>culo",2014-06-13,"Fri"
"belo-horizonte","Nova Granada","Arrumando o port<U+00E3>o","Assalto <U+00E0> m<U+00E3>o armada",2014-06-13,"Fri"
"belo-horizonte","Alto Cai<U+00E7>aras","Invasao","Arrombamento Domiciliar",2014-06-12,"Thurs"
"belo-horizonte","Let<U+00ED>cia","Vizinha assalta por dois elementos e tem frequ<U+00EA>ncia na regi<U+00E3>o","Furto",2014-06-12,"Thurs"
"belo-horizonte","Centro","Furtado na Fifa Fan Fest","Furto",2014-06-12,"Thurs"
"belo-horizonte","Gameleira","assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-12,"Thurs"
"belo-horizonte","Santo Antonio","Fui furtada, jogaram uma pedra no vidro do meu carro","Furto",2014-06-12,"Thurs"
"belo-horizonte","Venda Nova","Assalto <U+00E0> loja","Assalto <U+00E0> m<U+00E3>o armada",2014-06-12,"Thurs"
"belo-horizonte","Santa M<U+00F4>nica","Fui assaltada logo ap<U+00F3>s descer do <U+00F4>nibus, pois tem uma pra<U+00E7>a no local","Assalto <U+00E0> m<U+00E3>o armada",2014-06-12,"Thurs"
"belo-horizonte","Santa Helena","fui assaltando indo para casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-11,"Wed"
"belo-horizonte","Carmo","assaltada no <U+00F4>nibus <U+00E0> m<U+00E3>o armada","Assalto <U+00E0> m<U+00E3>o armada",2014-06-11,"Wed"
"belo-horizonte","Santa Amelia","Assaltado indo para academia","Roubo de Ve<U+00ED>culo",2014-06-11,"Wed"
"belo-horizonte","Centro","Fui assaltado na passarela que d<U+00E1> acesso ao metr<U+00F4>","Furto",2014-06-11,"Wed"
"belo-horizonte","Santo Antonio","Vitima de 20 anos <U+00E9> assaltada e leva tiro","Assalto <U+00E0> m<U+00E3>o armada",2014-06-10,"Tues"
"belo-horizonte","S<U+00E3>o Jo<U+00E3>o Batista","Mercearia e Padaria assaltadas ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-10,"Tues"
"belo-horizonte","Cidade Jardim","Arrombamento de vidro do carro parado","Arrombamento Veicular",2014-06-10,"Tues"
"belo-horizonte","Universidade Federal de Minas Gerais","fui assaltando voltando do trabalho","Assalto Coletivo",2014-06-10,"Tues"
"belo-horizonte","Lagoinha","Fui assaltada depois da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-06-10,"Tues"
"belo-horizonte","Let<U+00ED>cia","Conhecido assaltado por dois individuos, tentaram roubar o celular","Assalto <U+00E0> m<U+00E3>o armada",2014-06-10,"Tues"
"belo-horizonte","Glalija","Fui assaltado chegando no trabalho.","Roubo de Ve<U+00ED>culo",2014-06-09,"Mon"
"belo-horizonte","Alto Barroca","Assalto voltando pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-09,"Mon"
"belo-horizonte","Boa Vista","Assaltado <U+00E0> m<U+00E3>o armada andando na rua","Assalto <U+00E0> m<U+00E3>o armada",2014-06-09,"Mon"
"belo-horizonte","Santa Amelia","ASSALTO PROFESSORA SAINDO DA ESCOLA","Roubo de Ve<U+00ED>culo",2014-06-08,"Sun"
"belo-horizonte","Santo Antonio","2 Assaltantes portando uma faca e uma chave inglesa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-08,"Sun"
"belo-horizonte","Centro","Carteirada durante a feira hippie","Furto",2014-06-08,"Sun"
"belo-horizonte","Centro","Cuidado! Moradores de Rua!","Furto",2014-06-08,"Sun"
"belo-horizonte","Lagoinha","Fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-08,"Sun"
"belo-horizonte","Cruzeiro","Assalto saindo do Jangal","Assalto <U+00E0> m<U+00E3>o armada",2014-06-07,"Sat"
"belo-horizonte","Cardoso","Arrombamento frustrado pelo alarme","Arrombamento Loja comercial",2014-06-07,"Sat"
"belo-horizonte","Barreiro","R<U+00E1>dio do Carro Roubado","Arrombamento Veicular",2014-06-07,"Sat"
"belo-horizonte","Gutierrez","fui assaltada saindo de uma cl<U+00ED>nica m<U+00E9>dica","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"belo-horizonte","Planalto","Na porta de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"belo-horizonte","Cidade Jardim","Fui assaltado logo ap<U+00F3>s passar pelo Hospital Madre Tereza.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"belo-horizonte","Centro","Roubaram meu cord<U+00E3>o ","Furto",2014-06-06,"Fri"
"belo-horizonte",NA,"Assaltado por um motoboy","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"belo-horizonte","Aparecida","Fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"curitiba","Cidade Industrial","Assalto dentro da minha loja","Assalto <U+00E0> m<U+00E3>o armada",2014-09-03,"Wed"
"curitiba","Batel","furto carro ","Furto",2014-09-03,"Wed"
"curitiba","Rebou<U+00E7>as","Assaltaram uma menina voltando da facul, no ponto de onibus","Furto",2014-09-03,"Wed"
"curitiba","Tabo<U+00E3>o","arrombaram a casa e fizeram uma limpa","Arrombamento Domiciliar",2014-09-03,"Wed"
"curitiba","Juveve","Furto de estepe e cadeirinha de auto","Furto",2014-09-02,"Tues"
"curitiba","Cristo Rei","Assaltada na volta pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-09-02,"Tues"
"curitiba","Bacacheri","Malditos","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"curitiba","Centro","Fui assaltada saindo do Tubo Rodoferrovi<U+00E1>ria","Furto",2014-09-01,"Mon"
"curitiba","Pinheirinho","meu filho foi assaltado","Furto",2014-09-01,"Mon"
"curitiba","Prado Velho","Roubo M<U+00E3>o Armada Veiculo Astra","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"curitiba","<U+00C1>gua Verde","Assaltado voltando do curso","Assalto <U+00E0> m<U+00E3>o armada",2014-08-31,"Sun"
"curitiba","<U+00C1>gua Verde","Assalto a m<U+00E3>o armada, a p<U+00E9> ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-31,"Sun"
"curitiba","Jardim Social","Furto de bicicleta","Furto",2014-08-30,"Sat"
"curitiba","Centro","assaltado voltando para casa","Furto",2014-08-30,"Sat"
"curitiba","Cristo Rei","Assalto indo para casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"curitiba","Merc<U+00EA>s","INDO PARA ACADEMIA","Assalto <U+00E0> m<U+00E3>o armada",2014-08-29,"Fri"
"curitiba","Semin<U+00E1>rio","Carro estacionado","Roubo de Ve<U+00ED>culo",2014-08-28,"Thurs"
"curitiba","Ganchinho","carro estacionado em frente a um condominio residencial","Furto",2014-08-28,"Thurs"
"curitiba","Ganchinho","carro estacionado","Furto",2014-08-28,"Thurs"
"curitiba","Boa Vista","Fui assaltado no trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"curitiba","Centro","Foi uma tentativa de assalto voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"curitiba","Rebou<U+00E7>as","Furto de bicicleta em condom<U+00ED>nio","Furto",2014-08-28,"Thurs"
"curitiba","Jardim Social","estava em casa e bandidos entraram com arma e me fizeram de ref<U+00E9>m. ","Arrombamento Domiciliar",2014-08-28,"Thurs"
"curitiba","Batel","Presenciei um assalto a 3 adolescentes","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"curitiba","<U+00C1>gua Verde","Bandidos de moto","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"curitiba","Fazendinha","Furto de 2 bicicletas em Condominio ","Furto",2014-08-26,"Tues"
"curitiba","Rebou<U+00E7>as","estepe de sandero roubado","Arrombamento Veicular",2014-08-26,"Tues"
"curitiba","Rebou<U+00E7>as","Roube de Ve<U+00ED>culo","Roubo de Ve<U+00ED>culo",2014-08-26,"Tues"
"curitiba","Cap<U+00E3>o Raso","Fui assaltada saindo de uma casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"curitiba","Santa Quit<U+00E9>ria","estacionado em frente <U+00E0> condom<U+00ED>nio residencial","Arrombamento Veicular",2014-08-25,"Mon"
"curitiba","Avenida","Indo para o trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"curitiba","Rebou<U+00E7>as","Fui assaltado sa<U+00ED>ndo do Shopping","Assalto Coletivo",2014-08-25,"Mon"
"curitiba","Rebou<U+00E7>as","Fui assaltada","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"curitiba","Centro","Fui assaltado pegando minha m<U+00E3>e em casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"curitiba","Campo de Santana","Fui assaltado chegando no mercado","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"curitiba","Guabirotuba","Assaltaram minha empresa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"curitiba","Rebou<U+00E7>as","Fui sequestrada ap<U+00F3>s sair do restaurante","Sequestro Rel<U+00E2>mpago",2014-08-23,"Sat"
"curitiba","Campina do Siqueira","Arrombamento de ve<U+00ED>culo","Arrombamento Veicular",2014-08-23,"Sat"
"curitiba","Bacacheri","Roubo de Estepe pela quinta vez!!","Arrombamento Veicular",2014-08-22,"Fri"
"curitiba","Rebou<U+00E7>as","Fui assaltada saindo da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"curitiba","Centro","Fui assaltado na garagem de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"curitiba","Cristo Rei","Fui roubada dentro do shopping","Furto",2014-08-21,"Thurs"
"curitiba","Centro","Assaltado por dois homens de bicicleta","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"curitiba","S<U+00E3>o Francisco","Furto do estepe!","Arrombamento Veicular",2014-08-20,"Wed"
"curitiba","Centro","roubaro meu carro quando fui levar minha filha ou medico","Roubo de Ve<U+00ED>culo",2014-08-20,"Wed"
"curitiba","Centro","Fui assaltada voltando da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-20,"Wed"
"curitiba","Cabral","Roubo de Estepe","Arrombamento Veicular",2014-08-19,"Tues"
"curitiba","Cidade Industrial","Tentou me roubar, consegui fugir.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-19,"Tues"
"curitiba","Campo Comprido","Assaltado no ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-19,"Tues"
"curitiba","Cristo Rei","Roubo de Estepe","Arrombamento Veicular",2014-08-19,"Tues"
"curitiba","<U+00C1>gua Verde","Assalto por 4 pessoas de bicicleta em frente ao port<U+00E3>o do pr<U+00E9>dio","Assalto Coletivo",2014-08-18,"Mon"
"curitiba","Jardim Botanico","Fui assaltada no ponto do <U+00F4>nibus ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-18,"Mon"
"curitiba","Cidade Industrial","Monza Verde","Roubo de Ve<U+00ED>culo",2014-08-18,"Mon"
"curitiba","Parolin","Assaltado dentro do biarticulado Boqueir<U+00E3>o","Assalto Coletivo",2014-08-18,"Mon"
"curitiba","Bigorrilho","Indo ao hospital ","Roubo de Ve<U+00ED>culo",2014-08-18,"Mon"
"curitiba","Centro","fui abordado muito rapido","Saidinha Banc<U+00E1>ria",2014-08-18,"Mon"
"curitiba","Campina do Siqueira","Tentaram arrombar o meu sobrado,surpreendi o vagab. estavam num clio","Arrombamento Domiciliar",2014-08-18,"Mon"
"curitiba","Centro","fui assaltado","Furto",2014-08-17,"Sun"
"curitiba","Uberaba","Invadiram minha casa e roubaram bicicleta e bujao de gas.","Arrombamento Domiciliar",2014-08-17,"Sun"
"curitiba","Bacacheri","Fui treinar no parque","Arrombamento Veicular",2014-08-17,"Sun"
"curitiba","Batel","Arrombamento de Ve<U+00ED>culo Estacionado","Arrombamento Veicular",2014-08-17,"Sun"
"curitiba","Centro","Assaltada voltando de uma festa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-16,"Sat"
"curitiba","Lind<U+00F3>ia","Furto de Estepe","Arrombamento Veicular",2014-08-16,"Sat"
"curitiba","Rebou<U+00E7>as","Estava em casa ","Arrombamento Domiciliar",2014-08-15,"Fri"
"curitiba","Cidade Industrial","batidinha","Assalto <U+00E0> m<U+00E3>o armada",2014-08-14,"Thurs"
"curitiba","S<U+00E3>o Francisco","Roubaram tudo no carro parado na esquina com a Paula Gomes.","Arrombamento Veicular",2014-08-14,"Thurs"
"curitiba","Ahu","Fui assaltada voltando da escola","Assalto <U+00E0> m<U+00E3>o armada",2014-08-14,"Thurs"
"curitiba","Hauer","Amea<U+00E7>ada com pistola","Assalto <U+00E0> m<U+00E3>o armada",2014-08-13,"Wed"
"curitiba","Alto da Rua XV","Fui assaltada no ponto de <U+00F4>nibus.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-12,"Tues"
"curitiba","Alto da Gl<U+00F3>ria","Fui v<U+00ED>tima de tentativa de assalto na sa<U+00ED>da do trabalho.","Furto",2014-08-12,"Tues"
"curitiba","Campina do Siqueira","Roubo de carro a m<U+00E3>o armada","Assalto <U+00E0> m<U+00E3>o armada",2014-08-12,"Tues"
"curitiba","Centro C<U+00ED>vico","Fui assaltada na rua","Assalto <U+00E0> m<U+00E3>o armada",2014-08-12,"Tues"
"curitiba","Boa Vista","roubo com arma de fogo, levaram objetos da casa e o veiculo da garagem","Roubo de Ve<U+00ED>culo",2014-08-12,"Tues"
"curitiba","S<U+00E3>o Francisco","quatro rapazes me abordaram com uma faca. ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-11,"Mon"
"curitiba","S<U+00E3>o Francisco","Assaltado dentro do carro","Assalto <U+00E0> m<U+00E3>o armada",2014-08-11,"Mon"
"curitiba","Centro","Furto de Estepe","Arrombamento Veicular",2014-08-10,"Sun"
"curitiba","Centro","Arrombamento e furto","Furto",2014-08-10,"Sun"
"curitiba","Juveve","Roubaram minhas botas","Arrombamento Veicular",2014-08-09,"Sat"
"curitiba","S<U+00E3>o Francisco","Arrombemento de ve<U+00ED>culo","Arrombamento Domiciliar",2014-08-09,"Sat"
"curitiba",NA,"Arrombamento carro no estacionamento da loja Casas Bahia","Arrombamento Veicular",2014-08-09,"Sat"
"curitiba","Bacacheri","Uno Vivace Preto furtado no Bacacheri","Furto",2014-08-08,"Fri"
"curitiba","Centro","Fui assaltado indo <U+00E0> faculdade","Furto",2014-08-07,"Thurs"
"curitiba","Centro","Fui assaltado ap<U+00F3>s descer do Ligeir<U+00E3>o","Assalto Coletivo",2014-08-07,"Thurs"
"curitiba","S<U+00E3>o Francisco","Deixei o carro estacionado na rua e o estepe foi roubado. ","Arrombamento Veicular",2014-08-07,"Thurs"
"curitiba","Cap<U+00E3>o Raso","Assalto a loja de colch<U+00F5>es","Furto",2014-08-06,"Wed"
"curitiba","Centro C<U+00ED>vico","Fui assaltado indo para um Centro de Estudos.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-05,"Tues"
"curitiba","Jardim das Am<U+00E9>ricas","Casa invadida","Furto",2014-08-04,"Mon"
"curitiba","Boqueir<U+00E3>o","FUI FURTADO","Furto",2014-08-03,"Sun"
"curitiba","Centro","Dois assaltantes roubaram minha bolsa.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-03,"Sun"
"curitiba","Centro","Anunciou assalto ap<U+00F3>s pedir informa<U+00E7><U+00F5>es","Assalto <U+00E0> m<U+00E3>o armada",2014-08-02,"Sat"
"curitiba","<U+00C1>gua Verde","Quebraram vidro e levaram estepe.","Arrombamento Veicular",2014-08-02,"Sat"
"curitiba","Centro","Assaltado indo ao mercado com Faca","Assalto <U+00E0> m<U+00E3>o armada",2014-08-02,"Sat"
"curitiba","Capao da Imbuia","Fui assaltado voltando do curso","Assalto Coletivo",2014-08-01,"Fri"
"curitiba","Bigorrilho","Roubo de estepe no Bigorrilho","Arrombamento Veicular",2014-08-01,"Fri"
"curitiba","Batel","Entraram no meu carro e levaram o estepe","Arrombamento Veicular",2014-08-01,"Fri"
"curitiba","Centro","Assalto por Ciclista","Assalto <U+00E0> m<U+00E3>o armada",2014-08-01,"Fri"
"curitiba","Hauer","Indo para a faculdade. Assalto com pistola","Assalto <U+00E0> m<U+00E3>o armada",2014-07-31,"Thurs"
"curitiba","Vila Izabel","Assaltada por homem que saiu de ve<U+00ED>culo.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-30,"Wed"
"curitiba","Port<U+00E3>o","Fui assaltado dentro do Terminal do Port<U+00E3>o ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-29,"Tues"
"curitiba","Cristo Rei","Furto de Estepe no Shopping Esta<U+00E7><U+00E3>o","Arrombamento Veicular",2014-07-29,"Tues"
"curitiba","Port<U+00E3>o","Abriram o carro e levaram o som e o step.","Furto",2014-07-29,"Tues"
"curitiba",NA,"Fomos assaltados ao  voltar para casa do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-27,"Sun"
"curitiba","Centro","turista na cidade, n<U+00E3>o sabia sobre ruas perigosas","Assalto <U+00E0> m<U+00E3>o armada",2014-07-26,"Sat"
"curitiba","Centro","Ninjas roubaram meu tiranossauro!","Furto",2014-07-26,"Sat"
"curitiba","Centro","Roubaram meu Tiranossauro","Furto",2014-07-26,"Sat"
"curitiba","Centro","Roubo de Celular","Furto",2014-07-25,"Fri"
"curitiba","Port<U+00E3>o","Tentativa de Roubo de Ve<U+00ED>culo","Arrombamento Veicular",2014-07-25,"Fri"
"curitiba","<U+00C1>gua Verde","Sa<U+00ED>da da  escola sagrado roubo de celular","Assalto <U+00E0> m<U+00E3>o armada",2014-07-25,"Fri"
"curitiba","Shopping Curitiba","fui assaltada dentro do shopping","Saidinha Banc<U+00E1>ria",2014-07-25,"Fri"
"curitiba","Uberaba","Ao chegar em casa foi abordada por 2 elementos dentro da minha casa.","Arrombamento Domiciliar",2014-07-24,"Thurs"
"curitiba","Merc<U+00EA>s","Fui assaltada a mao armada, roubaram meu logan.","Roubo de Ve<U+00ED>culo",2014-07-24,"Thurs"
"curitiba","Centro","assalto na os<U+00F3>rio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-24,"Thurs"
"curitiba","Boqueir<U+00E3>o","Roubo de ve<U+00ED>culo na frente de casa","Roubo de Ve<U+00ED>culo",2014-07-24,"Thurs"
"curitiba","Vila Izabel","arrombaram as fechaduras do ve<U+00ED>culo","Arrombamento Veicular",2014-07-23,"Wed"
"curitiba",NA,"Estava andando na rua com um amigo e fui assaltado","Assalto <U+00E0> m<U+00E3>o armada",2014-07-23,"Wed"
"curitiba","S<U+00E3>o Francisco","Tentaram roubar meu carro","Arrombamento Veicular",2014-07-23,"Wed"
"curitiba","Alto da Gl<U+00F3>ria","Fui assaltado no sinaleiro a m<U+00E3>o armada tentaram levar o carro","Assalto <U+00E0> m<U+00E3>o armada",2014-07-23,"Wed"
"curitiba","Rebou<U+00E7>as","me assaltaram na frente da escola","Assalto Coletivo",2014-07-22,"Tues"
