"time","latitude","longitude","name","number","status","available","total"
"2014-09-20 04:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 04:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 04:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 04:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 03:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 03:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 03:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 03:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 02:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 02:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 02:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 02:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 01:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 01:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 01:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 01:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 00:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 00:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 00:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 00:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-19 23:45:06 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-19 23:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-19 23:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-19 23:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-19 22:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-19 22:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-19 22:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-19 22:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-19 21:45:27 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-19 21:30:11 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-19 21:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-19 21:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-19 20:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-19 20:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-19 20:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-19 20:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-19 19:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-19 19:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-24 19:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,10
"2014-09-24 19:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,10
